,Date,Model Name,Parameters,Evaluation Name,Threshold,Result
4271,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.2,1
4274,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.02,1
4277,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.05,1
4280,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.1,1
4283,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.01,1
4287,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.3,1
4293,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.2,1
4296,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.02,1
4299,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.05,1
4302,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.1,1
4305,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.01,1
4309,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.3,1
4315,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Recall,Threshold: 0.2,1
4318,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Recall,Threshold: 0.02,1
4321,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Recall,Threshold: 0.05,1
4324,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Recall,Threshold: 0.1,1
4327,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Recall,Threshold: 0.01,1
4331,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Recall,Threshold: 0.3,1
4337,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 2.0",Recall,Threshold: 0.2,1
4340,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 2.0",Recall,Threshold: 0.02,1
4343,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 2.0",Recall,Threshold: 0.05,1
4346,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 2.0",Recall,Threshold: 0.1,1
4349,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 2.0",Recall,Threshold: 0.01,1
4353,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 2.0",Recall,Threshold: 0.3,1
4359,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Recall,Threshold: 0.2,1
4362,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Recall,Threshold: 0.02,1
4365,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Recall,Threshold: 0.05,1
4368,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Recall,Threshold: 0.1,1
4371,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Recall,Threshold: 0.01,1
4375,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Recall,Threshold: 0.3,1
4381,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 2.0",Recall,Threshold: 0.2,1
4384,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 2.0",Recall,Threshold: 0.02,1
4387,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 2.0",Recall,Threshold: 0.05,1
4390,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 2.0",Recall,Threshold: 0.1,1
4393,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 2.0",Recall,Threshold: 0.01,1
4397,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 2.0",Recall,Threshold: 0.3,1
4403,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 2.0",Recall,Threshold: 0.2,1
4406,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 2.0",Recall,Threshold: 0.02,1
4409,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 2.0",Recall,Threshold: 0.05,1
4412,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 2.0",Recall,Threshold: 0.1,1
4415,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 2.0",Recall,Threshold: 0.01,1
4419,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 2.0",Recall,Threshold: 0.3,1
4425,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 2.0",Recall,Threshold: 0.2,1
4428,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 2.0",Recall,Threshold: 0.02,1
4431,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 2.0",Recall,Threshold: 0.05,1
4434,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 2.0",Recall,Threshold: 0.1,1
4437,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 2.0",Recall,Threshold: 0.01,1
4441,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 2.0",Recall,Threshold: 0.3,1
4447,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Recall,Threshold: 0.2,1
4450,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Recall,Threshold: 0.02,1
4453,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Recall,Threshold: 0.05,1
4456,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Recall,Threshold: 0.1,1
4459,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Recall,Threshold: 0.01,1
4463,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Recall,Threshold: 0.3,1
4469,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.2,1
4472,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.02,1
4475,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.05,1
4478,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.1,1
4481,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.01,1
4485,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.3,1
4491,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Recall,Threshold: 0.2,1
4494,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Recall,Threshold: 0.02,1
4497,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Recall,Threshold: 0.05,1
4500,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Recall,Threshold: 0.1,1
4503,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Recall,Threshold: 0.01,1
4507,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Recall,Threshold: 0.3,1
4513,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.2,1
4516,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.02,1
4519,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.05,1
4522,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.1,1
4525,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.01,1
4529,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.3,1
4535,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Recall,Threshold: 0.2,1
4538,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Recall,Threshold: 0.02,1
4541,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Recall,Threshold: 0.05,1
4544,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Recall,Threshold: 0.1,1
4547,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Recall,Threshold: 0.01,1
4551,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Recall,Threshold: 0.3,1
4557,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 2.0",Recall,Threshold: 0.2,1
4560,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 2.0",Recall,Threshold: 0.02,1
4563,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 2.0",Recall,Threshold: 0.05,1
4566,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 2.0",Recall,Threshold: 0.1,1
4569,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 2.0",Recall,Threshold: 0.01,1
4573,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 2.0",Recall,Threshold: 0.3,1
4579,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 1.0",Recall,Threshold: 0.2,1
4582,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 1.0",Recall,Threshold: 0.02,1
4585,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 1.0",Recall,Threshold: 0.05,1
4588,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 1.0",Recall,Threshold: 0.1,1
4591,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 1.0",Recall,Threshold: 0.01,1
4595,2012-06-30 00:00:00 - 2012-12-27 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 1.0",Recall,Threshold: 0.3,1
6226,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.5,1
6229,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.2,1
6232,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.02,1
6235,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.05,1
6238,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.1,1
6241,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.01,1
6245,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 0.5",Recall,Threshold: 0.3,1
6248,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.5,1
6251,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.2,1
6254,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.02,1
6257,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.05,1
6260,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.1,1
6263,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.01,1
6267,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 0.5",Recall,Threshold: 0.3,1
6273,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Recall,Threshold: 0.2,1
6276,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Recall,Threshold: 0.02,1
6279,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Recall,Threshold: 0.05,1
6282,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Recall,Threshold: 0.1,1
6285,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Recall,Threshold: 0.01,1
6289,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 1.0",Recall,Threshold: 0.3,1
6295,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 2.0",Recall,Threshold: 0.2,1
6298,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 2.0",Recall,Threshold: 0.02,1
6301,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 2.0",Recall,Threshold: 0.05,1
6304,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 2.0",Recall,Threshold: 0.1,1
6307,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 2.0",Recall,Threshold: 0.01,1
6311,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 2.0",Recall,Threshold: 0.3,1
6314,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Recall,Threshold: 0.5,1
6317,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Recall,Threshold: 0.2,1
6320,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Recall,Threshold: 0.02,1
6323,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Recall,Threshold: 0.05,1
6326,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Recall,Threshold: 0.1,1
6329,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Recall,Threshold: 0.01,1
6333,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 1.0",Recall,Threshold: 0.3,1
6339,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 2.0",Recall,Threshold: 0.2,1
6342,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 2.0",Recall,Threshold: 0.02,1
6345,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 2.0",Recall,Threshold: 0.05,1
6348,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 2.0",Recall,Threshold: 0.1,1
6351,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 2.0",Recall,Threshold: 0.01,1
6355,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 2.0",Recall,Threshold: 0.3,1
6361,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 2.0",Recall,Threshold: 0.2,1
6364,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 2.0",Recall,Threshold: 0.02,1
6367,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 2.0",Recall,Threshold: 0.05,1
6370,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 2.0",Recall,Threshold: 0.1,1
6373,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 2.0",Recall,Threshold: 0.01,1
6377,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 2.0",Recall,Threshold: 0.3,1
6383,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 2.0",Recall,Threshold: 0.2,1
6386,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 2.0",Recall,Threshold: 0.02,1
6389,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 2.0",Recall,Threshold: 0.05,1
6392,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 2.0",Recall,Threshold: 0.1,1
6395,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 2.0",Recall,Threshold: 0.01,1
6399,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 2.0",Recall,Threshold: 0.3,1
6405,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Recall,Threshold: 0.2,1
6408,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Recall,Threshold: 0.02,1
6411,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Recall,Threshold: 0.05,1
6414,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Recall,Threshold: 0.1,1
6417,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Recall,Threshold: 0.01,1
6421,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 200, Learning Rate: 0.5",Recall,Threshold: 0.3,1
6424,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.5,1
6427,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.2,1
6430,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.02,1
6433,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.05,1
6436,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.1,1
6439,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.01,1
6443,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 0.5",Recall,Threshold: 0.3,1
6449,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Recall,Threshold: 0.2,1
6452,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Recall,Threshold: 0.02,1
6455,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Recall,Threshold: 0.05,1
6458,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Recall,Threshold: 0.1,1
6461,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Recall,Threshold: 0.01,1
6465,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 50, Learning Rate: 1.0",Recall,Threshold: 0.3,1
6468,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.5,1
6471,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.2,1
6474,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.02,1
6477,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.05,1
6480,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.1,1
6483,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.01,1
6487,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 0.5",Recall,Threshold: 0.3,1
6493,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Recall,Threshold: 0.2,1
6496,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Recall,Threshold: 0.02,1
6499,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Recall,Threshold: 0.05,1
6502,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Recall,Threshold: 0.1,1
6505,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Recall,Threshold: 0.01,1
6509,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 30, Learning Rate: 1.0",Recall,Threshold: 0.3,1
6515,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 2.0",Recall,Threshold: 0.2,1
6518,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 2.0",Recall,Threshold: 0.02,1
6521,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 2.0",Recall,Threshold: 0.05,1
6524,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 2.0",Recall,Threshold: 0.1,1
6527,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 2.0",Recall,Threshold: 0.01,1
6531,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 10, Learning Rate: 2.0",Recall,Threshold: 0.3,1
6537,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 1.0",Recall,Threshold: 0.2,1
6540,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 1.0",Recall,Threshold: 0.02,1
6543,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 1.0",Recall,Threshold: 0.05,1
6546,2013-12-22 00:00:00 - 2014-06-20 00:00:00,Ada Boosting,"Estimators: 100, Learning Rate: 1.0",Recall,Threshold: 0.1,1
